database_name,sequence_database_number,sequence_info,sequence_length,pred,sensitivity,ppv,f1,execution_wall_time_secs
SPR,147,tdbR00000022,77,(((((((.(((................(((((.......)))))......((((.......)))).)))))))))).,0.761904761904762,0.8,0.780487804878049,90.8494780759975
SPR,23,tdbR00000363,54,.................................(((....)))...........,0,0,0,5.04865484699985
PDB,476,bpRNA_PDB_476,112,......((((....(((.......))).....((((......)))).................(((((.......))))).))))(((......)))...............,0.357142857142857,0.9375,0.517241379310345,893.152574188
SPR,563,tdbR00000165,77,.((((((..........(((........)))((((..............(((((...))))))))))))))).....,0.523809523809524,0.523809523809524,0.523809523809524,67.4409010800009
SPR,601,tdbR00000157,77,(((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))))....,1,1,1,48.9871358909986
PDB,216,bpRNA_PDB_216,28,(((((......)))))............,0.625,1,0.769230769230769,0.0724487300030887
PDB,514,bpRNA_PDB_514,16,................,0,0,0,0.0601288120014942
PDB,73,bpRNA_PDB_73,19,(((((((.....))))))),0.875,1,0.933333333333333,0.0592534759998671
SPR,521,tdbR00000084,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.666666666666667,1,0.8,61.5430569579985
SPR,463,tdbR00000469,77,.(((((((..((((.(((.....))).(((((...))))))))).....(((((((...))))))))))))))....,1,0.625,0.769230769230769,79.7030888869995
PDB,646,bpRNA_PDB_646,57,..((((....((((....))))(((....)))..................))))...,0.260869565217391,1,0.413793103448276,3.79052197800047
PDB,642,bpRNA_PDB_642,94,((((..........(((((......((((((.....))))).)).((((....)))))))).((((......)))).............)))).,0.314285714285714,0.611111111111111,0.415094339622642,251.527403157001
PDB,65,bpRNA_PDB_65,20,((((.(((....))).)))),0.777777777777778,1,0.875,0.0661298779996287
SPR,107,tdbR00000255,85,.........(((...........))).(((((.......))))).(((....))).((((((.......))))))..........,0.619047619047619,0.65,0.634146341463415,184.686406041001
PDB,309,bpRNA_PDB_309,17,((((((.....)))))),0.857142857142857,1,0.923076923076923,0.0340282390025095
SPR,129,tdbR00000095,76,(((((((..((((........)))).(((((.......))))).....(((((.......))))))))))))....,1,1,1,50.3480084580005
SPR,213,tdbR00000348,76,((((((((((.........))))))...(((((.....))))).))))(((((.......)))))...........,0.428571428571429,0.45,0.439024390243902,50.1853014970002
PDB,351,bpRNA_PDB_351,27,..........((((......))))...,0,0,0,0.0643961499990837
PDB,67,bpRNA_PDB_67,13,.............,0,0,0,0.0322160409996286
SPR,115,tdbR00000609,84,(((((((.((((...........))))(((((.......)))))............(((((.......))))))))))))....,1,0.909090909090909,0.952380952380952,110.304111385001
PDB,142,bpRNA_PDB_142,23,((((...............)))),0.4,1,0.571428571428571,0.0655570550006814
PDB,575,bpRNA_PDB_575,89,((((.....(((((((..........(((((((...(((((...))))))).....(((....)))...)))))))..))))).)))).,0.648648648648649,1,0.786885245901639,152.809514757002
SPR,406,tdbR00000489,74,(((((((........((......)).....................(((((.......))))))))))))....,0.6,0.8,0.685714285714286,121.090829803001
PDB,36,bpRNA_PDB_36,30,((((..((((((....)))).))...)))),0.769230769230769,1,0.869565217391304,0.0718246530013857
SPR,417,tdbR00000419,85,(((((((..(((..........))).(((((.......))))).((((...))))..(((((.......))))))))))))....,0.909090909090909,0.714285714285714,0.8,203.015441306001
PDB,32,bpRNA_PDB_32,45,(((((...(((.((...)))))....((......))....))))),0,0,0,0.689464130999113
PDB,117,bpRNA_PDB_117,17,(((((.......))))),0.833333333333333,1,0.909090909090909,0.0287944770025206
SPR,340,tdbR00000308,75,(((((((........(((......((((((.......))))))....(((((.......))))))))))))))).,0.857142857142857,0.75,0.8,78.1583890140028
SPR,146,tdbR00000290,77,(((((((..(((((((...))))))).(((..................)))...............)))))))....,0.55,0.578947368421053,0.564102564102564,57.9895870590008
SPR,73,tdbR00000096,76,(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.428571428571429,0.391304347826087,0.409090909090909,58.4645024180027
SPR,410,tdbR00000622,75,(((((((..(((.........)))..((((.......)))).....(((............))))))))))....,0.842105263157895,0.941176470588235,0.888888888888889,84.1819316420006
SPR,578,tdbR00000481,76,(((((((.........(((...((((((((((((.....)))))))))........))))))...)))))))....,0.523809523809524,0.407407407407407,0.458333333333333,70.8608711199995
PDB,198,bpRNA_PDB_198,13,.............,0,0,0,0.0196576070011361
SPR,273,tdbR00000346,75,(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.80952380952381,1,0.894736842105263,49.6090418179992
SPR,500,tdbR00000054,75,(((((((..(((..........)))..((((.......)))).....(((((.......))))))))))))....,0.95,1,0.974358974358974,43.6352541910019
PDB,34,bpRNA_PDB_34,36,((((((.......)))))).................,0.5,1,0.666666666666667,0.0645237900025677
SPR,207,tdbR00000547,85,(((((((((((......))))......(((((.......))))).(((...))).....(((.......)))..)))))))....,0.714285714285714,0.555555555555556,0.625,304.695754602999
PDB,194,bpRNA_PDB_194,29,((((((((.((((....)))))))))))),1,0.714285714285714,0.833333333333333,0.0781330999998318
PDB,313,bpRNA_PDB_313,17,(((((.......))))),1,1,1,0.0356654759998491
SPR,490,tdbR00000068,76,(((((((..((((........)))).(((((.......)))))..((((......))))......)))))))....,0.761904761904762,0.695652173913043,0.727272727272727,81.127001218003
PDB,363,bpRNA_PDB_363,32,...........((((....)))).........,0.214285714285714,0.75,0.333333333333333,0.171130564998748
PDB,435,bpRNA_PDB_435,67,((((((.....(((((........)))))................(((.......)))..)))))).,0.321428571428571,0.9,0.473684210526316,16.3593327660019
PDB,152,bpRNA_PDB_152,38,((((((((.(((((....)))))....))...)))))),0.928571428571429,1,0.962962962962963,0.16988150600082
SPR,416,tdbR00000418,85,(((((((..(((..........))).(((((.......))))).((((...))))..(((((.......))))))))))))....,0.909090909090909,0.714285714285714,0.8,201.973695753997
SPR,533,tdbR00000444,76,(((((....(((..........))).(((((.......))))).....(((((.......)))))..)))))....,0.9,1,0.947368421052632,42.7327857410019
PDB,565,bpRNA_PDB_565,67,(((((((....((((((.......)))))).........(((.............)))..))))))),0.571428571428571,1,0.727272727272727,26.4133341349989
SPR,584,tdbR00000513,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1,1,1,73.7759789590018
SPR,42,tdbR00000297,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,1,1,1,29.7610232949992
SPR,532,tdbR00000443,76,(((((....(((..........))).(((((.......))))).....(((((.......)))))..)))))....,0.9,1,0.947368421052632,37.8395431530007
SPR,159,tdbR00000295,76,(((((((..((((........))))(((.(((.............)))(((((.......))))))))))))))).,0.761904761904762,0.666666666666667,0.711111111111111,46.5345273540006
PDB,144,bpRNA_PDB_144,34,((((((.....))).)))..(((........))),0.384615384615385,0.555555555555556,0.454545454545455,0.0853266089980025
PDB,336,bpRNA_PDB_336,45,........(((((((((((....)))))))))))...........,0.55,1,0.709677419354839,0.745266166002693
PDB,10,bpRNA_PDB_10,29,((((((((.((((....)))))))))))),1,0.6,0.75,0.0696489509973617
PDB,653,bpRNA_PDB_653,34,..(((((....................)))))..,0.384615384615385,1,0.555555555555556,0.074168423001538
PDB,84,bpRNA_PDB_84,31,.((....)).((((....))))((....)).,0.5,0.454545454545455,0.476190476190476,0.15699666799992
SPR,552,tdbR00000278,77,(((((((..((((.........)))).((((.........)))).....(((((.......))))))))))))....,0.952380952380952,1,0.975609756097561,57.4512200590034
SPR,372,tdbR00000218,84,(((((((..((.......))((((((....(((((........))))))...............)))))....)))))))....,0.35,0.291666666666667,0.318181818181818,122.652898143002
PDB,217,bpRNA_PDB_217,31,(((((((.................))))))),0.545454545454545,0.75,0.631578947368421,0.0945635249991028
SPR,254,tdbR00000175,77,(((((((...........(((....(((((((.......)))))))....(((........)))..)))))))))).,0.681818181818182,0.681818181818182,0.681818181818182,74.3774200430016
SPR,216,tdbR00000105,74,(((((((.......(((....)))((((((.......))))))...(((((.......))))))))))))....,0.857142857142857,0.857142857142857,0.857142857142857,57.9668551239993
PDB,407,bpRNA_PDB_407,67,.((((........)))).....((((((((((((....))))).................))))))),0.25,0.636363636363636,0.358974358974359,9.63819654600229
SPR,82,tdbR00000053,72,.........((((.....))))..((((................(((((.......))))).......)))),0.409090909090909,0.692307692307692,0.514285714285714,53.737573098002
PDB,358,bpRNA_PDB_358,27,((((((...............)))))),0.5,0.714285714285714,0.588235294117647,0.0429804800005513
SPR,268,tdbR00000450,78,(((((((.......(((.......))).((((((........))))))..(((((.......))))))))))))....,0.75,0.681818181818182,0.714285714285714,166.266948611999
PDB,570,bpRNA_PDB_570,77,((((((((....))))))))((((((((..............))))))))......((((....)))).........,0.689655172413793,1,0.816326530612245,68.2251646650002
PDB,262,bpRNA_PDB_262,34,((.((((((((((......)))))..))))).)),0.846153846153846,0.846153846153846,0.846153846153846,0.117563929998141
PDB,266,bpRNA_PDB_266,22,((((.....)))).........,0.571428571428571,1,0.727272727272727,0.0515943320024235
SPR,68,tdbR00000094,76,(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.428571428571429,0.391304347826087,0.409090909090909,58.313772198002
SPR,155,tdbR00000355,76,(((((((...(((........)))..(((((.......))))).....(((((.......))))))))))))....,0.952380952380952,1,0.975609756097561,36.9362633670025
PDB,389,bpRNA_PDB_389,26,.....((((....)))).........,0.5,1,0.666666666666667,0.0415016650003963
SPR,156,tdbR00000356,77,(((((((...(((.........)))..(((((.......))))).....(((((.......))))))))))))....,0.952380952380952,1,0.975609756097561,45.3283120870001
SPR,556,tdbR00000055,75,.((((((.....))))))........(((((.......)))))...((((((.......))))))..........,0.5,0.647058823529412,0.564102564102564,90.4203740280027
PDB,471,bpRNA_PDB_471,27,..((((...............))))..,0.444444444444444,1,0.615384615384615,0.039601620999747
SPR,25,tdbR00000590,62,.(((((.....................((((((.....)))))).(((....))))).))).,0.666666666666667,0.555555555555556,0.606060606060606,27.9098395939982
PDB,421,bpRNA_PDB_421,18,((((((......)))))),0.857142857142857,1,0.923076923076923,0.0261759089989937
SPR,586,tdbR00000226,87,(((((((..(((...........))).(((((.......)))))...............(((((.......))))))))))))....,0.952380952380952,1,0.975609756097561,118.755546434
PDB,28,bpRNA_PDB_28,43,((((...(((.((...)))))....((......))....)))),0.533333333333333,0.727272727272727,0.615384615384615,0.392761712999345
SPR,530,tdbR00000396,90,(((((......................(((((.......)))))...........((((...(((((.......)))))..))))))))),0.714285714285714,0.652173913043478,0.681818181818182,261.146972607003
SPR,469,tdbR00000243,74,((((((((.((((.......)))).(((((.......))))).....((((.......))))))))))))....,1,0.909090909090909,0.952380952380952,71.633199863998
PDB,135,bpRNA_PDB_135,23,(((((.............))))),0.5,1,0.666666666666667,0.0300000420029392
SPR,516,tdbR00000192,76,.........((((........)))).(((((.......))))).............((((((......))))))..,0.428571428571429,0.6,0.5,51.0097558699999
SPR,352,tdbR00000288,76,.........((((........)))).((((.........)))).....(((((.......)))))..((....)).,0.65,0.866666666666667,0.742857142857143,39.3529881139984
SPR,620,tdbR00000535,75,(((((((.(((.((((........)))).)))....(((....))).(((((.......))))))))))))....,0.619047619047619,0.541666666666667,0.577777777777778,56.0665357159996
SPR,169,tdbR00000119,75,(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.85,1,0.918918918918919,58.9092136139989
PDB,333,bpRNA_PDB_333,26,((((..................)))),0.363636363636364,1,0.533333333333333,0.0394379000026674
SPR,397,tdbR00000616,78,(((((((..((((..........)))).(((((.......))))).....(((((.......))))))))))))....,1,1,1,205.138965614999
PDB,533,bpRNA_PDB_533,27,..((((...............))))..,0.444444444444444,1,0.615384615384615,0.0431734920020972
PDB,304,bpRNA_PDB_304,24,(((((.(((.....)))..))))),0.8,1,0.888888888888889,0.0367568270012271
PDB,227,bpRNA_PDB_227,32,(((((.(((..(((....)))...)))))))),0.833333333333333,0.909090909090909,0.869565217391304,0.0833235600002809
SPR,51,tdbR00000274,76,(((((....((((........))))..((((.......)))).......((((......)))).))))).......,0.619047619047619,0.928571428571429,0.742857142857143,73.0653746869975
PDB,410,bpRNA_PDB_410,20,(((..(((....)))..))),0.75,1,0.857142857142857,0.0426946079969639
PDB,373,bpRNA_PDB_373,48,.............((((((((................))))))))...,0.470588235294118,1,0.64,1.69000904700079
SPR,199,tdbR00000086,76,(((((((....(((((.((((.........))))).((((......))))......)))).....)))))))....,0.380952380952381,0.296296296296296,0.333333333333333,54.3847090939998
SPR,296,tdbR00000050,76,.((((.........................(((.......))).....(((((.......))))).))))......,0.428571428571429,0.9,0.580645161290323,72.3919980280007
SPR,559,tdbR00000556,77,(((((((..(((...........)))..((((.......)))).......................)))))))....,0.7,1,0.823529411764706,54.0927921410002
PDB,657,bpRNA_PDB_657,18,(((((((....))))))),1,1,1,0.0361406529991655
SPR,27,tdbR00000591,65,...........................(((((...))))).........................,0.166666666666667,0.428571428571429,0.24,9.62674226599847
PDB,632,bpRNA_PDB_632,94,((((..........((((.......((((((......)))).)).((((....)))))))).((((......)))).............)))).,0.277777777777778,0.625,0.384615384615385,229.955050739001
PDB,310,bpRNA_PDB_310,17,(((((.......))))),0.714285714285714,1,0.833333333333333,0.031062304002262
PDB,329,bpRNA_PDB_329,55,((((((......((((.......((((....)))).......))))...)))))),0.736842105263158,1,0.848484848484848,2.18553221700131
PDB,35,bpRNA_PDB_35,29,((((..((((((....))))))...)))),0.769230769230769,1,0.869565217391304,0.0592032290005591
PDB,260,bpRNA_PDB_260,14,((((......)))),0.666666666666667,1,0.8,0.0232160390005447
PDB,119,bpRNA_PDB_119,38,((((....((((.((((....))))...))))..)))),0.75,1,0.857142857142857,0.217150947999471
PDB,378,bpRNA_PDB_378,26,((((..................)))),0.363636363636364,1,0.533333333333333,0.0359719199987012
PDB,296,bpRNA_PDB_296,22,..(((.(((.....))))))..,0.666666666666667,1,0.8,0.0237546669995936
SPR,81,tdbR00000342,75,(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.80952380952381,1,0.894736842105263,41.0553459559997
PDB,338,bpRNA_PDB_338,17,(((((.......))))),0.625,1,0.769230769230769,0.024115961001371
SPR,324,tdbR00000607,85,.........(((...........))).(((((.......))))).............(((((.......)))))...........,0.65,1,0.787878787878788,119.410745082998
SPR,347,tdbR00000343,75,(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.80952380952381,1,0.894736842105263,41.1525868539975
SPR,456,tdbR00000528,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,1,1,1,58.1707498029973
SPR,378,tdbR00000384,90,(((((((..(((...........))).(((((.......))))).....(((...)))....(((((.......))))))))))))....,0.952380952380952,0.769230769230769,0.851063829787234,221.878404773001
SPR,598,tdbR00000503,77,(((((((..((((...........((....))......)))).......(((((.......))))))))))))....,0.571428571428571,0.923076923076923,0.705882352941176,79.338402125999
PDB,341,bpRNA_PDB_341,17,..((((.....))))..,0.666666666666667,1,0.8,0.0237735529990459
PDB,666,bpRNA_PDB_666,23,(((((((.........))))))),0.777777777777778,1,0.875,0.0238812470015546
SPR,376,tdbR00000064,76,(((((((....((((((...(((((....)))))).)))))((......))..............)))))))....,0.333333333333333,0.388888888888889,0.358974358974359,55.9521456030016
SPR,232,tdbR00000350,76,(((((((.........(((...))).(((((((.....)))))))...(((((.......))))))))))))....,0.857142857142857,0.75,0.8,45.5264314339984
SPR,432,tdbR00000539,75,(((((((.......((....))...(((((.......))))).....(((((.......))))))))))))....,0.80952380952381,0.894736842105263,0.85,56.0042445180006
PDB,239,bpRNA_PDB_239,26,((((......))))............,0.571428571428571,1,0.727272727272727,0.0261193910009752
PDB,492,bpRNA_PDB_492,94,(((...........(((...(((.....)))......)))((((.((((....)))))))..((((......))))..............)))),0.416666666666667,0.714285714285714,0.526315789473684,219.214545321
PDB,263,bpRNA_PDB_263,36,........(((((.................))))).,0,0,0,0.108844448001037
PDB,170,bpRNA_PDB_170,14,((((......)))),0.666666666666667,1,0.8,0.0236640539988002
PDB,190,bpRNA_PDB_190,38,((((..((((...((((......))))...)))))))),0.705882352941176,1,0.827586206896552,0.172583860996383
SPR,64,tdbR00000134,75,(((((((..............(((....)))................(((((.......))))))))))))....,0.545454545454545,1,0.705882352941176,50.4259301129969
PDB,525,bpRNA_PDB_525,101,..........(((((((((..........(((((((.............))))))).....((((....)))).....)))))))))((.....)).....,0.555555555555556,0.869565217391304,0.677966101694915,493.026629378997
SPR,292,tdbR00000027,77,(((..............(((......))).)))......(((((..(((.((((....)))))))......))))).,0.476190476190476,0.416666666666667,0.444444444444444,78.3779680650005
SPR,249,tdbR00000211,87,(((((((.................((((((((((.......)))))(((...)))))))).(((.......)))..)))))))....,0.75,0.576923076923077,0.652173913043478,179.990962866003
PDB,356,bpRNA_PDB_356,34,........(((((......)))))..........,0.333333333333333,1,0.5,0.129830960999243
PDB,162,bpRNA_PDB_162,34,(((((((....................))))))),0.538461538461538,1,0.7,0.185771061998821
SPR,53,tdbR00000316,77,(((((((..((((.........)))).((((((.....))))))......((((.......)))).)))))))....,0.952380952380952,0.909090909090909,0.930232558139535,60.0054491900009
PDB,362,bpRNA_PDB_362,24,((((((((.((...)))))))))),0.888888888888889,0.727272727272727,0.8,0.0527217279995966
PDB,295,bpRNA_PDB_295,33,(((((.((..((((....))))...)).))))),0.733333333333333,1,0.846153846153846,0.147143350997794
SPR,538,tdbR00000551,88,..(((((...................(((((........)))))...(((....)))...(((((.......))))))))))......,0.454545454545455,0.555555555555556,0.5,267.144857274001
PDB,554,bpRNA_PDB_554,52,((((...((((((.((((.....))))......))))....)))))).....,0.333333333333333,0.857142857142857,0.48,1.07597499799886
SPR,119,tdbR00000182,75,.........((((.......)))).(((((.......))))).....(((((.......)))))...........,0.666666666666667,1,0.8,48.1725998840011
PDB,146,bpRNA_PDB_146,77,(((((..................((((.....))))........(((..................)))))....))),0.166666666666667,1,0.285714285714286,77.5027640620028
SPR,555,tdbR00000548,85,(((((((....................(((((((...)))))))........((......)).(((....))).)))))))....,0.571428571428571,0.571428571428571,0.571428571428571,209.252457590002
SPR,568,tdbR00000516,77,.((((....((((.........)))).(((((.......)))))(((.....((((.....)))....)))))))).,0.75,0.625,0.681818181818182,47.6808467519986
SPR,294,tdbR00000334,75,...(((...))).........(((..((((.......))))..(((((......)))))............))).,0.333333333333333,0.368421052631579,0.35,69.2828279979985
PDB,614,bpRNA_PDB_614,71,(((((((((...(((...............)))........((((((.......))))))..))))))))),0.642857142857143,1,0.782608695652174,65.2370592879997
SPR,210,tdbR00000229,88,(((((((..(((...........))).(((((.......)))))................(((((.......))))))))))))....,1,1,1,233.251460850999
SPR,289,tdbR00000566,76,.........((((........))))(((..........)))...((((.....(((((.......))))).)))).,0.19047619047619,0.235294117647059,0.210526315789474,64.7902745440006
PDB,221,bpRNA_PDB_221,31,(((((((.................))))))),0.636363636363636,1,0.777777777777778,0.114370945000701
SPR,52,tdbR00000065,76,(((((((..((((........)))).(((((.......))))).......(((.......)))..)))))))....,0.904761904761905,1,0.95,58.4087240499976
SPR,196,tdbR00000455,77,(((((((..((((.........)))).(((((.......)))))......((((.......)))).)))))))....,0.952380952380952,1,0.975609756097561,43.6284648679939
SPR,48,tdbR00000219,87,(((((((..(((...........))).((((((.....))))))((((......))))..((((.......)))).)))))))....,0.95,0.655172413793103,0.775510204081633,168.253114309002
SPR,11,tdbR00000589,78,.(((.....((((.(((......)))).(((((.......)))))....((((((.......)))))).)))..))).,0.761904761904762,0.695652173913043,0.727272727272727,162.267970658999
SPR,105,tdbR00000253,85,((((....))))...............(((((.......))))).(((....)))..(((((.......)))))...........,0.476190476190476,0.588235294117647,0.526315789473684,153.874133974998
SPR,114,tdbR00000049,76,.((((((....((((....)))).....((((.......)))).....(((((.......))))))))))).....,0.8,0.761904761904762,0.780487804878049,90.3195060560029
SPR,21,tdbR00000582,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,1,1,1,120.274590155997
SPR,617,tdbR00000558,76,(((((((..((((........))))..((((.......)))).......................)))))))....,0.714285714285714,1,0.833333333333333,62.3431497120037
PDB,417,bpRNA_PDB_417,12,(((......))),0,0,0,0.0454392940009711
PDB,344,bpRNA_PDB_344,17,(((((.......))))),1,1,1,0.0472621410008287
PDB,536,bpRNA_PDB_536,22,((((((..........)))))),0.6,1,0.75,0.0572023579952656
SPR,154,tdbR00000359,77,(((((((..((((.........)))).(((((.......)))))......((((.......)))).)))))))....,1,1,1,136.424931985996
PDB,409,bpRNA_PDB_409,20,..((.(((....)))...)),0.375,1,0.545454545454545,0.0507921120006358
PDB,658,bpRNA_PDB_658,18,(((((((....))))))),1,1,1,0.0606303550011944
PDB,210,bpRNA_PDB_210,15,((((......)))).,0.8,1,0.888888888888889,0.046399520993873
PDB,259,bpRNA_PDB_259,34,(((....................)))........,0,0,0,0.11631889599812
PDB,192,bpRNA_PDB_192,38,((((((((((...((((....))))))))...)))))),0.933333333333333,1,0.96551724137931,0.20768392500031
SPR,520,tdbR00000083,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.666666666666667,1,0.8,58.8768529139998
SPR,142,tdbR00000209,87,(((((((....................(((((.......))))).((((....))))..(((((.......))))))))))))....,0.85,0.68,0.755555555555556,215.901194976002
PDB,53,bpRNA_PDB_53,29,((((.....................)))),0.3,0.75,0.428571428571429,0.06093523799791
SPR,425,tdbR00000200,76,(((((....((((........)))).(((((.......))))).....(((((.......)))))..)))))....,0.904761904761905,1,0.95,36.9984197750018
PDB,311,bpRNA_PDB_311,34,((((((((..((((....))))...)))).)))),0.923076923076923,1,0.96,0.201454271998955
PDB,440,bpRNA_PDB_440,75,........((((........)))).(((((.......))))).....(((((.......)))))...........,0,0,0,56.7667883859976
PDB,167,bpRNA_PDB_167,49,(((((.......((((....))))...((((((....)))))).))))),0.833333333333333,1,0.909090909090909,3.16335545999755
SPR,472,tdbR00000196,76,(((((((..((((........)))).(((((.......)))))....((((((.......))))))..))))))).,0.904761904761905,0.826086956521739,0.863636363636364,70.0792569409969
PDB,667,bpRNA_PDB_667,31,(((((((.................))))))),0.7,1,0.823529411764706,0.10655346600106
PDB,110,bpRNA_PDB_110,29,((((.((.((((....))))))..)))).,0.75,1,0.857142857142857,0.14771224699507
SPR,29,tdbR00000078,62,..............................................................,0,0,0,16.3604955240007
SPR,364,tdbR00000044,76,.((((((...................(((((.......))))).....(((((.......))))))))))).....,0.8,1,0.888888888888889,92.2270953059997
SPR,478,tdbR00000366,72,.(((((((((.............((((((.......))))))((((((....)))))).)))))))))....,0.681818181818182,0.625,0.652173913043478,124.969416610002
SPR,454,tdbR00000013,76,..((.....))............((.(((((...))..)))))..((((((((...))).)))))...........,0.6,0.6,0.6,87.2541815389996
SPR,231,tdbR00000349,76,.(((............((((......((((((.....))))))...(((((((.......)))).)))))))))).,0.571428571428571,0.521739130434783,0.545454545454545,81.8557172180008
SPR,561,tdbR00000612,76,(((((....((((........)))).(((((.......))))).....((((.......))))....)))))....,0.761904761904762,0.941176470588235,0.842105263157895,109.982217814002
SPR,77,tdbR00000375,76,.((((((.((((..........(((...))))......))).((((...((((.......)))).)))))))))).,0.476190476190476,0.555555555555556,0.512820512820513,93.9753764289999
PDB,377,bpRNA_PDB_377,53,((((((........(((((((...)))))))((((.....))))...)))))),0.476190476190476,0.666666666666667,0.555555555555556,1.62169850300415
PDB,200,bpRNA_PDB_200,17,((((((.....)))))),0.857142857142857,1,0.923076923076923,0.0479748610014212
SPR,10,tdbR00000460,75,(((((((((((...............(((((.......)))))..........)).......)))))))))....,0.6,0.705882352941176,0.648648648648649,243.227453320003
SPR,346,tdbR00000378,76,..((((((((((..............(((((.......))))).....(((((.......)))))))))).))))),0.75,0.714285714285714,0.731707317073171,44.6945994010021
SPR,408,tdbR00000459,76,((((.....((((........))))..((((.......)))).....((((((.......))))))..))))....,0.85,0.944444444444444,0.894736842105263,42.5046471570022
PDB,275,bpRNA_PDB_275,18,(((.((......)).))),0.833333333333333,1,0.909090909090909,0.049573602998862
SPR,613,tdbR00000194,76,(((......((((.......(((((.....)))))..(((....)))((((((...))))))))))...)))....,0.428571428571429,0.391304347826087,0.409090909090909,51.2880466479983
SPR,571,tdbR00000073,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.666666666666667,1,0.8,59.0557434489965
PDB,178,bpRNA_PDB_178,24,(((((.(((.....)))..))))),0.8,1,0.888888888888889,0.0535486769949785
PDB,137,bpRNA_PDB_137,24,(((((.(((.....)))..))))),0.8,1,0.888888888888889,0.0540459639960318
PDB,580,bpRNA_PDB_580,89,((((.....(((((((..........(((((((...(((((...))))))).....(((....)))...)))))))..))))).)))).,0.666666666666667,1,0.8,152.738025946004
PDB,54,bpRNA_PDB_54,14,..(((...)))...,0.2,0.333333333333333,0.25,0.0470814979998977
PDB,248,bpRNA_PDB_248,19,....(((.....)))....,0.428571428571429,1,0.6,0.0494045609957539
PDB,254,bpRNA_PDB_254,67,(((((((.....(((((.......)))))..........(((.............)))..))))))),0.518518518518518,0.933333333333333,0.666666666666667,26.3823416919986
SPR,150,tdbR00000310,77,((((...((((.......)))).....(((((.......)))))....((((((.......))))))..))))....,0.666666666666667,0.666666666666667,0.666666666666667,43.6199963640029
PDB,174,bpRNA_PDB_174,101,.......((((((....))))))...........((((......(((((((((....)))))....))))...))))((((((((((....)))))))))),0.725,1,0.840579710144927,492.961678125997
PDB,209,bpRNA_PDB_209,12,((((....)))),0.75,0.75,0.75,0.0509330620043329
SPR,322,tdbR00000605,85,.........(((...........))).(((((.......)))))..((((((((((....)))))))..))).............,0.4,0.347826086956522,0.372093023255814,133.808622896002
PDB,347,bpRNA_PDB_347,31,(((((((.................))))))),0.538461538461538,1,0.7,0.0903332710004179
PDB,159,bpRNA_PDB_159,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0,0,0,58.4442211509959
SPR,233,tdbR00000351,78,(((((((...(((..........)))..(((((.......))))).......((........))...)))))))....,0.727272727272727,1,0.842105263157895,93.2032001129992
SPR,536,tdbR00000494,75,.....((((((((.......)))).(((((..((...)))))))....((((.......)))).......)))).,0.590909090909091,0.619047619047619,0.604651162790698,64.1553121409961
SPR,392,tdbR00000435,76,(((((((..((((........)))).(((((.......)))))......((((.......)))).)))))))....,0.952380952380952,1,0.975609756097561,57.8425306250065
SPR,418,tdbR00000561,76,(((((((..((((........))))..((((.......)))).......................)))))))....,0.714285714285714,1,0.833333333333333,62.2686187989966
SPR,203,tdbR00000427,78,(((((((..........((((((........((((...)))))).......(((........)))..))))))))))),0.571428571428571,0.461538461538462,0.51063829787234,106.698949466001
SPR,250,tdbR00000212,88,(((((((..((((....))))........(((((.......))))).(((....)))...(((((.......))))))))))))....,0.80952380952381,0.607142857142857,0.693877551020408,230.721743128001
SPR,395,tdbR00000613,78,((((((((((.....)))..........((((((.......))))))...(((((.......))))))))))))....,0.80952380952381,0.708333333333333,0.755555555555556,123.002983849001
SPR,579,tdbR00000114,75,((((......................((((((.....))))))....(((((.......)))))...))))....,0.7,0.875,0.777777777777778,53.1270316489972
PDB,44,bpRNA_PDB_44,38,((((((((.(((((....)))))....))...)))))),0.928571428571429,1,0.962962962962963,0.190109723997011
PDB,75,bpRNA_PDB_75,13,.............,0,0,0,0.0412768270034576
PDB,651,bpRNA_PDB_651,36,.............((((((....)))))).......,0.428571428571429,1,0.6,0.184712034999393
SPR,62,tdbR00000014,76,...((((..((((........)))).(((.............)))...(((((.......))))))))).......,0.666666666666667,0.875,0.756756756756757,77.1068525729934
PDB,76,bpRNA_PDB_76,13,.............,0,0,0,0.0419261069982895
SPR,508,tdbR00000170,77,(((((((..(((.....(((...))))))..............((((((........))))))...)))))))....,0.55,0.458333333333333,0.5,60.4414341589945
SPR,161,tdbR00000020,74,((((((((.......(((........((((((...))))))...((((......))))))).))))))))....,0.6,0.461538461538462,0.521739130434783,49.1730669850003
