database_name,sequence_database_number,sequence_info,sequence_length,pred,sensitivity,ppv,f1,execution_wall_time_secs
SPR,99,tdbR00000463,70,((((((((.((((.....))))....(((((.........))))).(((.....))).))))))))....,0.6842105263157895,0.5652173913043478,0.6190476190476191,0.05481173399994077
SPR,362,tdbR00000019,75,((((((.(((((....))))).((((.((((.......)))))).)).((((.......))))..))))))....,0.7368421052631579,0.5384615384615384,0.6222222222222222,0.059520855999835476
PDB,33,bpRNA_PDB_33,24,((((...(((....)))...)))),0.7,1.0,0.8235294117647058,0.043445125999824086
SPR,473,tdbR00000189,67,(((((...(((((((((........))))))))).......((((.......))))..)))))....,0.47368421052631576,0.5294117647058824,0.5,0.053532005000306526
PDB,563,bpRNA_PDB_563,67,(((((((....((((((.......)))))).........((((((.......))))))..))))))),0.6666666666666666,0.9473684210526315,0.782608695652174,0.053619170999809285
PDB,55,bpRNA_PDB_55,22,((((..(((....)))..)))),0.7,1.0,0.8235294117647058,0.04330769299986059
PDB,438,bpRNA_PDB_438,14,(((((....))))),1.0,1.0,1.0,0.04500887199992576
PDB,479,bpRNA_PDB_479,112,((((((((..((..(((.......)))..)).((((......)))).(((((....)))))..(((((.......))))).(((((......))).))......)))))))),0.6341463414634146,0.8125,0.7123287671232876,0.09658163299991429
SPR,3,tdbR00000336,72,(((((((..(((((...))))).(((((((...))))))).....((((.......)))).)))))))....,0.9090909090909091,0.7692307692307693,0.8333333333333333,0.060947420000047714
PDB,112,bpRNA_PDB_112,28,..(((((......)))))..........,0.625,1.0,0.7692307692307693,0.04347714999994423
SPR,253,tdbR00000176,77,(((((((..(((......))).((.(((((((.......))))))).)).((((.......)))).)))))))....,0.7727272727272727,0.7391304347826086,0.7555555555555555,0.0603538070004106
SPR,248,tdbR00000215,86,(((((((..(((....)))..(((((((((((.......))))))).......)))).(((((.......))))))))))))....,0.8571428571428571,0.6428571428571429,0.7346938775510204,0.06833244400013427
PDB,422,bpRNA_PDB_422,19,(((((((.....))))))),0.875,1.0,0.9333333333333333,0.044490895999842905
PDB,215,bpRNA_PDB_215,28,(((((......)))))............,0.625,1.0,0.7692307692307693,0.0442736530003458
PDB,38,bpRNA_PDB_38,33,((((...((((((....)))...)))...)))),0.6923076923076923,0.9,0.7826086956521738,0.04559367199999542
SPR,219,tdbR00000380,88,(((((((..((((.((...))..)))).(((((((...)))))))..(((....)))...(((((.......))))))))))))....,1.0,0.6,0.7499999999999999,0.06937368199987759
SPR,149,tdbR00000210,85,(((((((.((((....((.....))...))))(((.((((((...((......))...)))))).)))......)))))))....,0.5789473684210527,0.34375,0.4313725490196078,0.06664680699987002
PDB,490,bpRNA_PDB_490,94,((((((((......((((..(((.....)))..)...))).((((.(((....)))))))........(((((....)))))...)))))))).,0.7142857142857143,0.8928571428571429,0.7936507936507937,0.06593368299991198
SPR,385,tdbR00000451,76,(((((((.(((((........))))).((((((.......))))))...((((.......)))).)))))))....,0.8095238095238095,0.7083333333333334,0.7555555555555556,0.059644420000040554
PDB,408,bpRNA_PDB_408,28,((((((....((((....)))))))))),0.8,0.7272727272727273,0.761904761904762,0.04396316599968486
SPR,140,tdbR00000104,74,((((((..........(((...)))(((((.......)))))....(((((.......))))).))))))....,0.8,0.8,0.8000000000000002,0.06025765599997612
SPR,20,tdbR00000585,75,(((((((..(((....))).((.(((((((.......))))))).))(((((.......))))))))))))....,0.8095238095238095,0.68,0.7391304347826089,0.060679404999973485
PDB,567,bpRNA_PDB_567,35,..((.(((...(((((....)))))..))).))..,0.6666666666666666,1.0,0.8,0.04594074099986756
PDB,284,bpRNA_PDB_284,40,(((((((.((.....((....))....))....))))))),0.6470588235294118,1.0,0.7857142857142858,0.04551340500029255
SPR,600,tdbR00000025,77,(((((((..((((.........)))).(((((.......)))))......((((.......)))).)))))))....,1.0,1.0,1.0,0.06559449399992445
PDB,628,bpRNA_PDB_628,27,.(((((..((........)).))))).,0.5555555555555556,0.7142857142857143,0.6250000000000001,0.04363531399985732
PDB,474,bpRNA_PDB_474,53,((((((.......(((((....)))))....((((........)))))))))),0.5238095238095238,0.9166666666666666,0.6666666666666667,0.04827086600016628
PDB,85,bpRNA_PDB_85,21,(((((.((......))))))),1.0,1.0,1.0,0.04509384599987243
PDB,586,bpRNA_PDB_586,27,.(((((..((........)).))))).,0.5555555555555556,0.7142857142857143,0.6250000000000001,0.044099580999954924
PDB,308,bpRNA_PDB_308,14,(((((....))))),0.8333333333333334,1.0,0.9090909090909091,0.043924693999997544
SPR,369,tdbR00000504,76,.((((((..((((........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,0.05960295200020482
PDB,475,bpRNA_PDB_475,112,((((((((..((..(((.......)))..)).((((......)))).(((((....)))))..(((((.......))))).(((((......))).))......)))))))),0.6428571428571429,0.8709677419354839,0.7397260273972603,0.09507024799995634
SPR,434,tdbR00000519,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,0.060865043999910995
SPR,9,tdbR00000399,67,(((((((.......((((((((........)))))))).(((((.......))))))))))))....,0.7692307692307693,0.37037037037037035,0.5,0.056971841999711614
PDB,386,bpRNA_PDB_386,39,..(((((((..((((((......)).))))..))))))),0.7647058823529411,1.0,0.8666666666666666,0.04620260000001508
SPR,344,tdbR00000100,76,((((((.....((((((.((......)).)))))).((((....))))(((((.......))))).))))))....,0.6190476190476191,0.4482758620689655,0.52,0.06123111199985942
PDB,579,bpRNA_PDB_579,89,((((....((((((((((.....((.(((((((.(((....))))))))))))...(((....))).)))))))))).......)))).,0.5945945945945946,0.8148148148148148,0.6875,0.06911286100012148
SPR,510,tdbR00000526,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,0.05716209600041111
PDB,359,bpRNA_PDB_359,49,(((((..((((............(((((....)))))))))...))))),0.7777777777777778,1.0,0.8750000000000001,0.0485544299999674
SPR,400,tdbR00000517,74,(((((((.............(((.((((((((.(((((.....))))).))).)))))..))))))))))....,0.3333333333333333,0.3181818181818182,0.3255813953488372,0.059647512000083225
SPR,157,tdbR00000357,75,((((((...((((........)))).(((((.......)))))....(((((.......))))).))))))....,0.9523809523809523,1.0,0.975609756097561,0.060266662999765686
SPR,365,tdbR00000111,74,(((((((.(((((.......))))).((((.......))))......((((.......)))).)))))))....,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.06119882300026802
PDB,374,bpRNA_PDB_374,19,((((((.......)))))),1.0,1.0,1.0,0.045224044999940816
SPR,550,tdbR00000514,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,0.06072687200003202
SPR,193,tdbR00000545,85,(((((((.((((...........))))(((((.......))))).(((...)))...(((((.......))))))))))))....,1.0,0.7142857142857143,0.8333333333333333,0.06512288200019611
PDB,90,bpRNA_PDB_90,22,((((((((....)))))..))),0.8888888888888888,1.0,0.9411764705882353,0.04435514900023918
SPR,226,tdbR00000126,68,((((((...............((((.....))))..........((((.....)))).))))))....,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.05801571200026956
SPR,160,tdbR00000026,77,(((((((..((((.........)))).(((.(((((...))))))))...((((.......)))).)))))))....,0.9047619047619048,0.7307692307692307,0.8085106382978723,0.06445822199975737
PDB,226,bpRNA_PDB_226,18,(((((((....))))))),0.875,1.0,0.9333333333333333,0.044077848000142694
PDB,350,bpRNA_PDB_350,32,((((((((((((((....)))))))))))))),0.9333333333333333,1.0,0.9655172413793104,0.045180543000242324
PDB,24,bpRNA_PDB_24,17,(((((.......))))),1.0,1.0,1.0,0.04458311700000195
PDB,160,bpRNA_PDB_160,34,((((((((((((((....))))))..)))))))),0.9285714285714286,0.8666666666666667,0.896551724137931,0.04603267799984678
SPR,40,tdbR00000477,75,((((((((((((.(((((((((...(((((.......)))))..))))).))))))..)))))...)))))....,0.47619047619047616,0.37037037037037035,0.4166666666666667,0.0607576790002895
SPR,182,tdbR00000067,76,(((((((..((((........)))).(((((((...))))))).....(((((.......))))))))))))....,1.0,0.84,0.9130434782608696,0.06133879499975592
PDB,107,bpRNA_PDB_107,33,...((((((......))))))............,0.625,0.7142857142857143,0.6666666666666666,0.04532324499996321
SPR,503,tdbR00000123,75,(((((((..((((........)))).(((((.......)))))....(((((.......))))))))))))....,1.0,1.0,1.0,0.061093845999948826
SPR,102,tdbR00000089,76,((((.((....((((((.((......)).)))))).((((....))))(((((.......))))))).))))....,0.65,0.4482758620689655,0.5306122448979592,0.05996991900019566
PDB,382,bpRNA_PDB_382,68,(((((.((((((((...((((((..((((.((((....))))))))..)))))))))))))).))))),0.8620689655172413,0.8928571428571429,0.8771929824561403,0.059306283999831066
PDB,251,bpRNA_PDB_251,27,(((((.((((((....))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.044233288999748765
PDB,331,bpRNA_PDB_331,42,((((.(((((((((.((((....)))).))))))))).)))),0.85,1.0,0.9189189189189189,0.04719421199979479
SPR,519,tdbR00000284,76,(((((((..((((........)))).((((.........)))).....(((((.......))))))))))))....,1.0,1.0,1.0,0.059658899000169185
SPR,483,tdbR00000245,75,..........((((.......)))).((((((....).)))))......((((((..............)))))),0.47368421052631576,0.5,0.4864864864864865,0.056771064000258775
PDB,577,bpRNA_PDB_577,89,((((....((((((((((.....((.(((((((.(((....))))))))))))...(((....))).)))))))))).......)))).,0.5945945945945946,0.8148148148148148,0.6875,0.07114497900010974
SPR,132,tdbR00000424,85,(((((((((((((.(((((..((((((((((.......)))))))).))..)).))).))).........))).)))))))....,0.6190476190476191,0.41935483870967744,0.5,0.06951687199989465
PDB,105,bpRNA_PDB_105,30,((((.((....(((....)))..)).)))),0.6923076923076923,1.0,0.8181818181818181,0.043852562999745714
SPR,525,tdbR00000321,75,(((((((..(((....))).(((..(((((((...))))))).))).........((.....)))))))))....,0.631578947368421,0.46153846153846156,0.5333333333333333,0.058926842999881046
SPR,470,tdbR00000197,76,((((((((.((((........))))))).((((((((...))))))))(((((.......)))))..)))))....,0.6666666666666666,0.5185185185185185,0.5833333333333334,0.06101473100034127
SPR,6,tdbR00000167,72,(((((....(((.......))).(((((((...)))))))....(((((........))))).)))))....,0.8947368421052632,0.7727272727272727,0.8292682926829269,0.05982015999961732
SPR,548,tdbR00000318,77,(((((((...((((((((....(((...)))....)))))))).......((((.......)))).)))))))....,0.55,0.5238095238095238,0.5365853658536585,0.0631084550000196
PDB,42,bpRNA_PDB_42,19,(((((((....))).)))),0.8571428571428571,0.8571428571428571,0.8571428571428571,0.04428413899995576
SPR,209,tdbR00000228,84,(((((((((((.........)))))..(((((((..((((((.((((....))))..)))))).)))).)))..))))))....,0.38095238095238093,0.26666666666666666,0.3137254901960784,0.06488711800011515
SPR,380,tdbR00000433,76,(((((((.((.(((((((......)))))))))....(((....))).(((((.......))))))))))))....,0.7142857142857143,0.5357142857142857,0.6122448979591837,0.059391040000264184
PDB,568,bpRNA_PDB_568,210,..((((((((((((((..((.......)).(((((((((((......(((....((((.......)))).....))).)))))))).)))...((((....(((((....(((.(((((....)))))...)))....))).))....)))).....((((...))))))))))))))))))..((((((((((.....)))))))))).,0.5072463768115942,0.5223880597014925,0.5147058823529412,0.3099811590000172
PDB,566,bpRNA_PDB_566,67,(((((((.((.((((((.......)))))).))......((((((.......))))))..))))))),0.6785714285714286,0.8636363636363636,0.76,0.05524999699991895
PDB,130,bpRNA_PDB_130,36,(((((((.(((((((....)))))))...))))))),0.875,1.0,0.9333333333333333,0.044997806000083074
SPR,607,tdbR00000619,73,((((((((((((..(((((..((((.((((.........)))).))..))....)))))))))).))))))).,0.55,0.4230769230769231,0.47826086956521735,0.05981013900009202
PDB,14,bpRNA_PDB_14,17,((((((....)))))).,0.8571428571428571,1.0,0.923076923076923,0.043304624000029435
PDB,447,bpRNA_PDB_447,412,.....(((((...(((((((((((...(((.......))).((((((.............)))))).(((...(((..((((.((((((....)))))))))).......)))...)))...(((((((((((...........((((((.....(((..((((((((((((..((((........))))...))))...........))))))))..)))..)))))))))))...))))))...)))))))))))....)))))((..((((....))))..)).......(((......(((((....)))))....)))....(((((..((((....))))...))))).(((((((((((((....)))..))))))))))..(((.((((....)))).)))...,0.7062937062937062,0.7372262773722628,0.7214285714285714,1.7911615339999116
PDB,446,bpRNA_PDB_446,22,.((.((.....)))).......,0,0.0,0,0.0455847929997617
SPR,71,tdbR00000102,76,((((((.....((((((.((......)).)))))).((((....))))(((((.......))))).))))))....,0.6190476190476191,0.4482758620689655,0.52,0.06306244500046887
PDB,320,bpRNA_PDB_320,38,(((((.....((((...((....))....))))))))),0.6875,1.0,0.8148148148148148,0.04729752799994458
SPR,334,tdbR00000191,68,(((((((..(((...))).(((((.......)))))......((((((...)))))))))))))....,0.85,0.7391304347826086,0.7906976744186046,0.057946840999647975
SPR,104,tdbR00000618,85,.......(((((....))))).(((((.....((((((((((((((((...)))))...)))...))).))))).....))))).,0.0,0.0,0,0.07065877399963938
SPR,367,tdbR00000154,77,((((((...((((.........))))))))))(((....)))...(((((((((.......))))......))))).,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.06043094899996504
PDB,365,bpRNA_PDB_365,21,(((((((.......))))))),0.875,1.0,0.9333333333333333,0.04398916599984659
PDB,376,bpRNA_PDB_376,19,(((((((.....))))))),0.875,1.0,0.9333333333333333,0.043891958000131126
PDB,219,bpRNA_PDB_219,17,((((((.....)))))),1.0,1.0,1.0,0.043775371000265295
PDB,180,bpRNA_PDB_180,21,(((((((.......))))))),1.0,1.0,1.0,0.04453184100020735
PDB,81,bpRNA_PDB_81,14,(((((...))))).,1.0,1.0,1.0,0.04546518100050889
SPR,466,tdbR00000031,71,((((((...((((.....)))).(((((((...)))))))....(((((......))))).))))))....,0.9523809523809523,0.8333333333333334,0.888888888888889,0.05864292300066154
PDB,17,bpRNA_PDB_17,23,(((((((((...))))..))))),0.75,0.6,0.6666666666666665,0.04447952999998961
SPR,570,tdbR00000279,76,(((((((..((((.((.((.(((((...)))))...)).))..)))).(((((.......))))))))))))....,0.5714285714285714,0.48,0.5217391304347826,0.061875207999946724
SPR,461,tdbR00000091,76,((((.((....((((((.((......)).)))))).((((....))))(((((.......))))))).))))....,0.65,0.4482758620689655,0.5306122448979592,0.05970668200006912
SPR,585,tdbR00000225,87,((((((((((((...........)))....(((((..((((((((((((....))))).))))))).))))).)).)))))))....,0.5,0.30303030303030304,0.37735849056603776,0.07050150800023403
SPR,247,tdbR00000500,78,(((((((.((.....))....((((...(((((.......))))).))))(((((.......))))))))))))....,0.85,0.6296296296296297,0.723404255319149,0.06013712299954932
SPR,37,tdbR00000553,74,.....((((((((((((((((.((.((...(((((....)))))....)))))))))....)))).))))))).,0.15789473684210525,0.09375,0.11764705882352941,0.06180734699955792
PDB,191,bpRNA_PDB_191,20,(((((((......))))))),0.875,1.0,0.9333333333333333,0.04507969899987074
PDB,197,bpRNA_PDB_197,19,((((((((...)))))))),1.0,0.6666666666666666,0.8,0.04603827299979457
SPR,489,tdbR00000224,85,(((((((..(((.........))).(((((.......))))).((((....))))..((.((.......)).)))))))))....,0.95,0.7037037037037037,0.8085106382978724,0.06785369899989746
PDB,636,bpRNA_PDB_636,93,((((((((......(((...(((.....)))......))).((((.(((....)))))))........(((((....)))))...)))))))),0.7058823529411765,0.8888888888888888,0.7868852459016393,0.0666461030004939
PDB,353,bpRNA_PDB_353,111,((((((((.....(((((.((.((((.(((.....)))..)))).))....((((((((((((....))))))))))))((....))....)))))......)))).)))),0.8888888888888888,0.8205128205128205,0.8533333333333333,0.09624891399926128
SPR,185,tdbR00000390,90,(((((((.(((((..((......))..))))).(((.....))).((((((....)))))).(((((......))))).)))))))....,0.65,0.3939393939393939,0.490566037735849,0.06891992700002447
SPR,480,tdbR00000262,86,.(((((((.((((....))))...((.((((((.......)))))).)).........(((((.......))))))))))))....,0.8571428571428571,0.72,0.782608695652174,0.06974494099995354
PDB,491,bpRNA_PDB_491,94,((((((((......((((..(((.....)))..)...))).((((.(((....)))))))........(((((....)))))...)))))))).,0.6944444444444444,0.8928571428571429,0.78125,0.06737601999975595
SPR,168,tdbR00000118,76,(((((((..((((........)))).(((((((((....).))))))))((((.......)))).)))))))....,0.8571428571428571,0.6666666666666666,0.75,0.06172068399973796
PDB,564,bpRNA_PDB_564,67,(((((((.((.((((((.......)))))).))......((((((.......))))))..))))))),0.6785714285714286,0.8636363636363636,0.76,0.054906680999920354
PDB,403,bpRNA_PDB_403,108,((((((...(((((((((((((((..(((((...)))))))))..))))))(((((((.(((((((.....)))))))....))))))).......))))).)))))),0.8260869565217391,0.9743589743589743,0.8941176470588235,0.09307962500042777
PDB,433,bpRNA_PDB_433,20,(((((((......))))))),0.875,1.0,0.9333333333333333,0.04463125599977502
SPR,222,tdbR00000447,78,(((((((.(((((....))))).....(((((((((....))))))))).(((((.......))))))))))))....,0.85,0.53125,0.6538461538461537,0.06419782299963117
PDB,532,bpRNA_PDB_532,28,..(((((......)))))..........,0.625,1.0,0.7692307692307693,0.04411739200077136
SPR,177,tdbR00000221,87,..((((.(((((.............))))).)))).(((((.((.((((....))))..(((((........))))).)).))))).,0.45,0.3,0.36000000000000004,0.07160066599954007
PDB,62,bpRNA_PDB_62,27,((((...((((....))))....)))),0.7272727272727273,1.0,0.8421052631578948,0.04438154099989333
PDB,12,bpRNA_PDB_12,29,((((((...((((......)))))))))),1.0,0.9,0.9473684210526316,0.046281943999929354
PDB,661,bpRNA_PDB_661,18,(((((((....))))))),1.0,1.0,1.0,0.04471060000014404
SPR,201,tdbR00000534,75,(((((((.(((.(((((......))))).)))....(((....))).(((((.......))))))))))))....,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.058992790000047535
PDB,129,bpRNA_PDB_129,22,((((..(((....)))..)))),0.7,1.0,0.8235294117647058,0.045684813999287144
PDB,544,bpRNA_PDB_544,422,......((((((((...)))))))).........((((.....((((.(((((((.((......))...(((.((((....)))).)))..((((((((((.(((..(((((((((.((((......((((((((((((.((..((.(((.(((....))).))))).))...((((....(((((.....)))))....)))).((((((((....)))..)))))........))))))...))))))......)))).))))).(((((....)))))....))))..)))...)))).....))))))..)))))))))))...)))).((((((((((.....((..((..((.(((((((((((((......))))..))))))))).))...))..)))))))))))).......,0.2077922077922078,0.3333333333333333,0.256,1.9568713030002982
SPR,459,tdbR00000557,78,(((((((..(((............))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,0.06274690500049473
PDB,49,bpRNA_PDB_49,27,(((((.((((((....))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.04649521600003936
SPR,512,tdbR00000249,85,(((((((.(((...((........))))).(((((.(((((..(((((....)))))..))))).)))))....)))))))....,0.5238095238095238,0.3235294117647059,0.39999999999999997,0.06889205500010576
SPR,112,tdbR00000411,85,(((.((((((((....))))))))..(((((((...))))))).((((...))))..(((((.......))))).......))).,0.5714285714285714,0.34285714285714286,0.42857142857142855,0.07094775600035064
SPR,110,tdbR00000412,84,(((((((((((((((((............))))))....)))).(((....)))..(((((.......))))))))))))....,0.5714285714285714,0.41379310344827586,0.48000000000000004,0.07271233399933408
PDB,401,bpRNA_PDB_401,23,(((((..((.....))..))))),0.7777777777777778,1.0,0.8750000000000001,0.046277965000626864
SPR,120,tdbR00000277,77,((((((...((((.........)))).(((((.......))))).....(((((.......))))).))))))....,0.9523809523809523,1.0,0.975609756097561,0.06334344500010047
SPR,204,tdbR00000498,75,((((((((((((.(((((((((...(((((.......)))))..))))).))))))..)))))...)))))....,0.47619047619047616,0.37037037037037035,0.4166666666666667,0.06148730600034469
PDB,372,bpRNA_PDB_372,22,(((((((((....))))))))),1.0,1.0,1.0,0.046873444999619096
SPR,16,tdbR00000586,77,(((((((..(((......))).((.(((((((.......))))))).))(((((.......))))))))))))....,0.8095238095238095,0.68,0.7391304347826089,0.06383516099958797
PDB,450,bpRNA_PDB_450,16,..(((((....))))),0,0.0,0,0.045897969999714405
SPR,139,tdbR00000327,76,(((((((..((((...))))...((((((((.......)))))..))).((((.......)))).)))))))....,0.8,0.64,0.7111111111111111,0.0637738179993903
PDB,591,bpRNA_PDB_591,54,((((((..((((.......((((........)))).....))))....)))))),0.5909090909090909,0.9285714285714286,0.7222222222222223,0.05109976600033406
SPR,341,tdbR00000061,75,((((((...((((........)))).(((((.......)))))....(((((.......))))).))))))....,0.9523809523809523,1.0,0.975609756097561,0.06602197699976387
SPR,404,tdbR00000082,76,((((.......((((((.((......)).)))))).((((....))))(((((.......)))))...))))....,0.55,0.4074074074074074,0.46808510638297873,0.06167195099988021
SPR,298,tdbR00000087,76,((((.((....((((((.((......)).)))))).((((....))))(((((.......))))))).))))....,0.65,0.4482758620689655,0.5306122448979592,0.06060423700000683
PDB,83,bpRNA_PDB_83,17,(((((((...))))))),0.8571428571428571,0.8571428571428571,0.8571428571428571,0.044424104999961855
PDB,69,bpRNA_PDB_69,13,(((......))).,0.75,1.0,0.8571428571428571,0.0440653920004479
SPR,514,tdbR00000250,85,((((((..((((....)))).((((.((((((.......)))))).)))).......(((((.......))))).))))))....,0.8095238095238095,0.6071428571428571,0.6938775510204083,0.07296772900008364
SPR,349,tdbR00000101,76,((((((.....((((((.((......)).)))))).((((....))))(((((.......))))).))))))....,0.6190476190476191,0.4482758620689655,0.52,0.07208462700054952
SPR,256,tdbR00000063,77,((((((((......((((((((.(((..((((.......))))))).).))))))).........))))))))....,0.5238095238095238,0.44,0.4782608695652174,0.05976945499969588
PDB,181,bpRNA_PDB_181,34,((((((((((..............)))))))))),1.0,0.6666666666666666,0.8,0.04431232099977933
SPR,493,tdbR00000371,75,....((((.((......)).)))).(((((.......)))))......(((((((.((.......))))).)))),0.42857142857142855,0.42857142857142855,0.42857142857142855,0.06021268800031976
PDB,426,bpRNA_PDB_426,20,(((((((......))))))),1.0,1.0,1.0,0.04339715400055866
SPR,393,tdbR00000452,76,(((((((.(((((........))))).((((((.......))))))...((((.......)))).)))))))....,0.8095238095238095,0.7083333333333334,0.7555555555555556,0.05982845600010478
PDB,255,bpRNA_PDB_255,67,(((((((.....(((((.......)))))........((.(((((.......))))))).))))))),0.6296296296296297,0.9444444444444444,0.7555555555555556,0.05414054999982909
SPR,293,tdbR00000028,77,(((((((..((((((((.(.(((....(((((.(....))))))...)))).)))).)))).....)))))))....,0.5714285714285714,0.41379310344827586,0.48000000000000004,0.06322868100050982
PDB,552,bpRNA_PDB_552,52,((((......))))(((.(....(((((....)))))...))))........,0.2777777777777778,0.7142857142857143,0.4,0.0495575650002138
SPR,235,tdbR00000023,76,((((((((((.((...(((((....(((((((.......)))))))....)))))...)).))))).)))))....,0.5714285714285714,0.48,0.5217391304347826,0.06382149599994591
SPR,97,tdbR00000493,70,(((((((..((((.....)))).((.((.......)).)).....((((.....)))).)))))))....,0.95,1.0,0.9743589743589743,0.05432722099976672
SPR,57,tdbR00000436,76,(((((((..((((........)))).(((((.......))))).....(((((......))))).)))))))....,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.06259075900015887
PDB,18,bpRNA_PDB_18,20,((((((((....)))))))),1.0,1.0,1.0,0.045445981000739266
PDB,352,bpRNA_PDB_352,24,((((..(((((....))))))))),0.9,1.0,0.9473684210526316,0.04422995099957916
PDB,5,bpRNA_PDB_5,12,((((....)))),1.0,1.0,1.0,0.04449076699984289
SPR,623,tdbR00000161,75,(((((((..((((.......)))).(((((.(....))))))......((((.......)))).)))))))....,0.9523809523809523,0.9090909090909091,0.9302325581395349,0.06115302300077019
PDB,7,bpRNA_PDB_7,30,(((((((..((((......))))))))))),1.0,1.0,1.0,0.04539269800079637
SPR,611,tdbR00000131,74,(((((((((..((.(((((((.........)))))))))..))...(((((.......))))))))))))....,0.6,0.41379310344827586,0.4897959183673469,0.05913349699949322
SPR,457,tdbR00000252,85,.((((((.((.((((((........)))))).)).))))))..(((((....))))).((((.......))))..((.....)).,0.3333333333333333,0.2413793103448276,0.28,0.06785753100029979
PDB,342,bpRNA_PDB_342,17,(((....))).......,0.0,0.0,0,0.043415411999376374
PDB,238,bpRNA_PDB_238,338,((((((((((.(((((((.((((((((((....))))).))))).(((...)))....(((((...(((((((((((....((((..(((((....))))).....))))..............((((((.(((....)))))))))...((((((.......))))))..(((((((....))))))).)))))).))))).((((.((((..((((((...(((((.((((........))))..)))))...)))))))))).))))(((((....)))))...))))).....)))))))..((........))......))))))))))....,0.6224489795918368,0.5041322314049587,0.5570776255707762,1.1280648120000478
PDB,390,bpRNA_PDB_390,155,(((((((((((.((.((((.(((((((....)))))))(((....)))..)))).).((((.(((((((....)))))))...))))....(((((((....))).))))......(((..(((((....)))))..))).).))))))))))).,0.676923076923077,0.8461538461538461,0.7521367521367521,0.16453101600018272
PDB,45,bpRNA_PDB_45,27,(((((.((((((....))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.045973081999363785
PDB,133,bpRNA_PDB_133,29,((((((.(((((......))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.046752467999795044
SPR,123,tdbR00000033,73,((((((...((((......)))).(((((.......)))))....(((((.......))))).))))))....,0.9523809523809523,1.0,0.975609756097561,0.061695844000496436
SPR,19,tdbR00000584,78,((((((((((......(((((......)))))((((((((.......)))))))).........))))))))))....,0.3333333333333333,0.28,0.30434782608695654,0.06718443999943702
SPR,309,tdbR00000204,76,(((((((..((((........)))).(((((((...)))))))((((((......))).)))...)))))))....,0.7619047619047619,0.5517241379310345,0.64,0.06388434700056678
SPR,262,tdbR00000382,88,(((((((..((((.((...))..)))).(((((((...))))))).((((....))))..(((((.......))))))))))))....,0.9545454545454546,0.5675675675675675,0.711864406779661,0.06679395500032115
SPR,515,tdbR00000193,76,(((((((..((((........)))).(((((.......)))))......(((((....)))))..)))))))....,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.06419857099990622
SPR,270,tdbR00000017,76,((((((...((((........)))).(((((.......))))).....(((((.......))))).))))))....,0.9523809523809523,1.0,0.975609756097561,0.06131699900015519
PDB,346,bpRNA_PDB_346,27,((((((.((((.....)))).)))))),0.9,0.8181818181818182,0.8571428571428572,0.04634077500031708
SPR,605,tdbR00000066,76,(((((((..((((........)))).(((((.......)))))......((((.......)))).)))))))....,0.9523809523809523,1.0,0.975609756097561,0.06230537600004027
PDB,562,bpRNA_PDB_562,67,(((((((.(((.(((((.......))))).)))......((((((.......))))))..))))))),0.6785714285714286,0.8636363636363636,0.76,0.0556721410002865
PDB,530,bpRNA_PDB_530,13,.((((....)))),0,0.0,0,0.045902649999334244
SPR,128,tdbR00000201,76,(((((((..((((........))))....((((((.......))))))(((((.......))))))))))))....,0.7619047619047619,0.64,0.6956521739130435,0.06386331999965478
PDB,41,bpRNA_PDB_41,13,(((((...))))),0.8333333333333334,1.0,0.9090909090909091,0.04579284800001915
SPR,60,tdbR00000544,85,(((((((((((......))))...((((((((((((.(((((.........)))))..))))))))...)))).)))))))....,0.3333333333333333,0.25,0.28571428571428575,0.0688110979999692
SPR,311,tdbR00000205,76,((((.(((.((((........))))..((((((((((...))))))))))(((.......))).))).))))....,0.75,0.5357142857142857,0.6250000000000001,0.06326011599958292
SPR,75,tdbR00000376,76,((((((((.((((........))))...((((((.........))))))((((.......))))))))))))....,0.7142857142857143,0.625,0.6666666666666666,0.062493573000210745
SPR,572,tdbR00000320,77,(((((((.(((((.........)))))...((((((....))))))...(((((.......))))))))))))....,0.7727272727272727,0.7391304347826086,0.7555555555555555,0.06394284900034108
SPR,152,tdbR00000009,76,((((((...((((........)))).(((((.......))))).....(((((.......))))).))))))....,1.0,1.0,1.0,0.063163718999931
SPR,328,tdbR00000326,75,(((((((..............(((((((((.......)))))).)))(((((.......))))))))))))....,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.06345505500030413
